depthft	density_gcc	s_v	hydrostatic_pres	porosity1	porosity2	eff_v_stress
11894	2.394	72.637	35.528	0.121	0.18	37.109
11895	2.388	72.644	35.531	0.121	0.184	37.113
11896	2.378	72.651	35.534	0.121	0.189	37.118
11897	2.343	72.658	35.537	0.121	0.21	37.122
11898	2.378	72.666	35.54	0.121	0.189	37.126
11899	2.386	72.673	35.543	0.121	0.185	37.13
11900	2.404	72.68	35.546	0.121	0.174	37.134
11901	2.402	72.687	35.549	0.121	0.175	37.138
11902	2.386	72.694	35.552	0.121	0.185	37.142
11903	2.38	72.701	35.555	0.121	0.188	37.147
11904	2.382	72.708	35.558	0.121	0.187	37.151
11905	2.39	72.715	35.561	0.121	0.182	37.155
11906	2.407	72.723	35.564	0.121	0.172	37.159
11907	2.378	72.73	35.567	0.121	0.189	37.163
11908	2.406	72.737	35.57	0.121	0.173	37.167
11909	2.362	72.744	35.573	0.121	0.199	37.171
11910	2.334	72.751	35.576	0.121	0.215	37.175
11911	2.33	72.758	35.579	0.121	0.218	37.179
11912	2.318	72.765	35.582	0.121	0.225	37.183
11913	2.31	72.772	35.585	0.121	0.229	37.187
11914	2.33	72.779	35.588	0.121	0.218	37.191
11915	2.32	72.786	35.591	0.12	0.224	37.195
11916	2.33	72.793	35.594	0.12	0.218	37.199
11917	2.334	72.8	35.597	0.12	0.215	37.203
11918	2.352	72.807	35.6	0.12	0.205	37.207
11919	2.344	72.814	35.603	0.12	0.209	37.211
11920	2.332	72.821	35.606	0.12	0.216	37.215
11921	2.327	72.828	35.609	0.12	0.219	37.219
11922	2.354	72.835	35.611	0.12	0.204	37.223
11923	2.374	72.842	35.614	0.12	0.192	37.227
11924	2.37	72.849	35.617	0.12	0.194	37.231
11925	2.396	72.856	35.62	0.12	0.179	37.235
11926	2.468	72.863	35.623	0.12	0.136	37.24
11927	2.462	72.871	35.626	0.12	0.14	37.244
11928	2.318	72.878	35.629	0.12	0.225	37.248
11929	2.322	72.884	35.632	0.12	0.222	37.252
11930	2.362	72.892	35.635	0.12	0.199	37.256
11931	2.346	72.899	35.638	0.12	0.208	37.26
11932	2.319	72.905	35.641	0.12	0.224	37.264
11933	2.308	72.912	35.644	0.12	0.231	37.268
11934	2.334	72.919	35.647	0.12	0.215	37.272
11935	2.454	72.927	35.65	0.12	0.145	37.276
11936	2.47	72.934	35.653	0.12	0.135	37.281
11937	2.472	72.941	35.656	0.12	0.134	37.285
11938	2.478	72.949	35.659	0.12	0.131	37.29
11939	2.454	72.956	35.662	0.12	0.145	37.294
11940	2.45	72.963	35.665	0.12	0.147	37.298
11941	2.49	72.971	35.668	0.12	0.124	37.303
11942	2.456	72.978	35.671	0.12	0.144	37.307
11943	2.428	72.986	35.674	0.12	0.16	37.311
11944	2.464	72.993	35.677	0.12	0.139	37.316
11945	2.444	73.0	35.68	0.12	0.151	37.32
11946	2.448	73.007	35.683	0.12	0.148	37.324
11947	2.476	73.015	35.686	0.12	0.132	37.329
11948	2.492	73.022	35.689	0.12	0.122	37.333
11949	2.43	73.03	35.692	0.12	0.159	37.337
11950	2.482	73.037	35.695	0.12	0.128	37.342
11951	2.486	73.044	35.698	0.12	0.126	37.346
11952	2.47	73.052	35.701	0.12	0.135	37.351
11953	2.48	73.059	35.704	0.12	0.129	37.355
11954	2.478	73.067	35.707	0.12	0.131	37.36
11955	2.468	73.074	35.71	0.12	0.136	37.364
11956	2.422	73.081	35.713	0.12	0.164	37.368
11957	2.474	73.089	35.716	0.12	0.133	37.373
11958	2.45	73.096	35.719	0.12	0.147	37.377
11959	2.486	73.103	35.722	0.12	0.126	37.381
11960	2.474	73.111	35.725	0.12	0.133	37.386
11961	2.476	73.118	35.728	0.12	0.132	37.39
11962	2.47	73.126	35.731	0.12	0.135	37.395
11963	2.466	73.133	35.734	0.12	0.138	37.399
11964	2.5	73.14	35.737	0.12	0.118	37.403
11965	2.471	73.148	35.74	0.12	0.135	37.408
11966	2.47	73.155	35.743	0.12	0.135	37.412
11967	2.47	73.162	35.746	0.12	0.135	37.417
11968	2.479	73.17	35.749	0.12	0.13	37.421
11969	2.502	73.177	35.752	0.12	0.116	37.425
11970	2.492	73.185	35.755	0.12	0.122	37.43
11971	2.506	73.192	35.758	0.12	0.114	37.434
11972	2.538	73.2	35.761	0.12	0.095	37.439
11973	2.522	73.207	35.764	0.12	0.105	37.444
11974	2.486	73.215	35.767	0.12	0.126	37.448
11975	2.498	73.222	35.77	0.12	0.119	37.453
11976	2.519	73.23	35.773	0.12	0.106	37.457
11977	2.51	73.237	35.776	0.119	0.112	37.462
11978	2.498	73.245	35.779	0.119	0.119	37.466
11979	2.526	73.252	35.782	0.119	0.102	37.471
11980	2.502	73.26	35.785	0.119	0.116	37.475
11981	2.44	73.267	35.788	0.119	0.153	37.479
11982	2.424	73.274	35.791	0.119	0.162	37.484
11983	2.43	73.282	35.794	0.119	0.159	37.488
11984	2.422	73.289	35.797	0.119	0.164	37.492
11985	2.392	73.296	35.8	0.119	0.181	37.496
11986	2.367	73.303	35.803	0.119	0.196	37.5
11987	2.444	73.31	35.806	0.119	0.151	37.505
11988	2.49	73.318	35.809	0.119	0.124	37.509
11989	2.492	73.325	35.812	0.119	0.122	37.514
11990	2.37	73.332	35.815	0.119	0.194	37.518
11991	2.338	73.339	35.818	0.119	0.213	37.522
11992	2.374	73.346	35.821	0.119	0.192	37.526
11993	2.374	73.353	35.824	0.119	0.192	37.53
11994	2.354	73.361	35.827	0.119	0.204	37.534
11995	2.383	73.368	35.83	0.119	0.186	37.538
11996	2.374	73.375	35.833	0.119	0.192	37.542
11997	2.348	73.382	35.836	0.119	0.207	37.546
11998	2.298	73.389	35.839	0.119	0.236	37.55
11999	2.326	73.396	35.841	0.119	0.22	37.554
12000	2.36	73.403	35.844	0.119	0.2	37.558
12001	2.402	73.41	35.847	0.119	0.175	37.562
12002	2.394	73.417	35.85	0.119	0.18	37.566
12003	2.356	73.424	35.853	0.119	0.202	37.571
12004	2.35	73.431	35.856	0.119	0.206	37.575
12005	2.35	73.438	35.859	0.119	0.206	37.579
12006	2.348	73.445	35.862	0.119	0.207	37.583
12007	2.338	73.452	35.865	0.119	0.213	37.587
12008	2.362	73.459	35.868	0.119	0.199	37.591
12009	2.39	73.466	35.871	0.119	0.182	37.595
12010	2.436	73.473	35.874	0.119	0.155	37.599
12011	2.57	73.481	35.877	0.119	0.076	37.604
12012	2.596	73.489	35.88	0.119	0.061	37.609
12013	2.498	73.496	35.883	0.119	0.119	37.613
12014	2.422	73.504	35.886	0.119	0.164	37.617
12015	2.396	73.511	35.889	0.119	0.179	37.621
12016	2.41	73.518	35.892	0.119	0.171	37.626
12017	2.45	73.525	35.895	0.119	0.147	37.63
12018	2.45	73.533	35.898	0.119	0.147	37.634
12019	2.422	73.54	35.901	0.119	0.164	37.639
12020	2.382	73.547	35.904	0.119	0.187	37.643
12021	2.414	73.554	35.907	0.119	0.168	37.647
12022	2.434	73.561	35.91	0.119	0.156	37.651
12023	2.428	73.569	35.913	0.119	0.16	37.655
12024	2.436	73.576	35.916	0.119	0.155	37.66
12025	2.456	73.583	35.919	0.119	0.144	37.664
12026	2.454	73.591	35.922	0.119	0.145	37.668
12027	2.456	73.598	35.925	0.119	0.144	37.673
12028	2.452	73.605	35.928	0.119	0.146	37.677
12029	2.466	73.613	35.931	0.119	0.138	37.682
12030	2.458	73.62	35.934	0.119	0.142	37.686
12031	2.458	73.627	35.937	0.119	0.142	37.69
12032	2.456	73.635	35.94	0.119	0.144	37.695
12033	2.46	73.642	35.943	0.119	0.141	37.699
12034	2.488	73.649	35.946	0.119	0.125	37.703
12035	2.502	73.657	35.949	0.119	0.116	37.708
12036	2.51	73.664	35.952	0.119	0.112	37.712
12037	2.518	73.672	35.955	0.119	0.107	37.717
12038	2.496	73.679	35.958	0.119	0.12	37.721
12039	2.532	73.687	35.961	0.119	0.099	37.726
12040	2.508	73.694	35.964	0.118	0.113	37.73
12041	2.46	73.702	35.967	0.118	0.141	37.735
12042	2.406	73.709	35.97	0.118	0.173	37.739
12043	2.426	73.716	35.973	0.118	0.161	37.743
12044	2.479	73.724	35.976	0.118	0.13	37.748
12045	2.486	73.731	35.979	0.118	0.126	37.752
12046	2.518	73.739	35.982	0.118	0.107	37.757
12047	2.543	73.746	35.985	0.118	0.092	37.761
12048	2.526	73.754	35.988	0.118	0.102	37.766
12049	2.514	73.761	35.991	0.118	0.109	37.77
12050	2.511	73.769	35.994	0.118	0.111	37.775
12051	2.522	73.776	35.997	0.118	0.105	37.779
12052	2.526	73.784	36.0	0.118	0.102	37.784
12053	2.548	73.791	36.003	0.118	0.089	37.789
12054	2.514	73.799	36.006	0.118	0.109	37.793
12055	2.49	73.806	36.009	0.118	0.124	37.798
12056	2.51	73.814	36.012	0.118	0.112	37.802
12057	2.51	73.821	36.015	0.118	0.112	37.807
12058	2.478	73.829	36.018	0.118	0.131	37.811
12059	2.482	73.836	36.021	0.118	0.128	37.815
12060	2.47	73.844	36.024	0.118	0.135	37.82
12061	2.492	73.851	36.027	0.118	0.122	37.824
12062	2.502	73.858	36.03	0.118	0.116	37.829
12063	2.487	73.866	36.033	0.118	0.125	37.833
12064	2.498	73.873	36.036	0.118	0.119	37.838
12065	2.468	73.881	36.039	0.118	0.136	37.842
12066	2.478	73.888	36.042	0.118	0.131	37.847
12067	2.462	73.895	36.045	0.118	0.14	37.851
12068	2.438	73.903	36.048	0.118	0.154	37.855
12069	2.442	73.91	36.051	0.118	0.152	37.859
12070	2.438	73.917	36.054	0.118	0.154	37.864
12071	2.458	73.925	36.057	0.118	0.142	37.868
12072	2.498	73.932	36.06	0.118	0.119	37.873
12073	2.498	73.94	36.063	0.118	0.119	37.877
12074	2.47	73.947	36.066	0.118	0.135	37.881
12075	2.444	73.954	36.069	0.118	0.151	37.886
12076	2.444	73.962	36.071	0.118	0.151	37.89
12077	2.454	73.969	36.074	0.118	0.145	37.894
12078	2.422	73.976	36.077	0.118	0.164	37.899
12079	2.41	73.983	36.08	0.118	0.171	37.903
12080	2.446	73.991	36.083	0.118	0.149	37.907
12081	2.442	73.998	36.086	0.118	0.152	37.912
12082	2.458	74.005	36.089	0.118	0.142	37.916
12083	2.47	74.013	36.092	0.118	0.135	37.92
12084	2.466	74.02	36.095	0.118	0.138	37.925
12085	2.478	74.027	36.098	0.118	0.131	37.929
12086	2.46	74.035	36.101	0.118	0.141	37.933
12087	2.44	74.042	36.104	0.118	0.153	37.938
12088	2.458	74.049	36.107	0.118	0.142	37.942
12089	2.487	74.057	36.11	0.118	0.125	37.947
12090	2.508	74.064	36.113	0.118	0.113	37.951
12091	2.488	74.072	36.116	0.118	0.125	37.955
12092	2.46	74.079	36.119	0.118	0.141	37.96
12093	2.46	74.086	36.122	0.118	0.141	37.964
12094	2.412	74.094	36.125	0.118	0.169	37.968
12095	2.374	74.101	36.128	0.118	0.192	37.973
12096	2.358	74.108	36.131	0.118	0.201	37.977
12097	2.402	74.115	36.134	0.118	0.175	37.981
12098	2.406	74.122	36.137	0.118	0.173	37.985
12099	2.41	74.129	36.14	0.118	0.171	37.989
12100	2.414	74.137	36.143	0.118	0.168	37.993
12101	2.303	74.143	36.146	0.118	0.234	37.997
12102	2.287	74.15	36.149	0.117	0.243	38.001
12103	2.25	74.157	36.152	0.117	0.265	38.005
12104	2.284	74.164	36.155	0.117	0.245	38.009
12105	2.268	74.171	36.158	0.117	0.254	38.012
12106	2.278	74.177	36.161	0.117	0.248	38.016
12107	2.298	74.184	36.164	0.117	0.236	38.02
12108	2.27	74.191	36.167	0.117	0.253	38.024
12109	2.264	74.198	36.17	0.117	0.256	38.028
12110	2.234	74.204	36.173	0.117	0.274	38.031
12111	2.222	74.211	36.176	0.117	0.281	38.035
12112	2.246	74.218	36.179	0.117	0.267	38.039
12113	2.284	74.225	36.182	0.117	0.245	38.043
12114	2.292	74.232	36.185	0.117	0.24	38.046
12115	2.248	74.238	36.188	0.117	0.266	38.05
12116	2.268	74.245	36.191	0.117	0.254	38.054
12117	2.296	74.252	36.194	0.117	0.238	38.058
12118	2.332	74.259	36.197	0.117	0.216	38.062
12119	2.306	74.266	36.2	0.117	0.232	38.066
12120	2.306	74.273	36.203	0.117	0.232	38.07
12121	2.312	74.279	36.206	0.117	0.228	38.074
12122	2.286	74.286	36.209	0.117	0.244	38.077
12123	2.25	74.293	36.212	0.117	0.265	38.081
12124	2.27	74.3	36.215	0.117	0.253	38.085
12125	2.294	74.307	36.218	0.117	0.239	38.089
12126	2.29	74.314	36.221	0.117	0.241	38.093
12127	2.284	74.32	36.224	0.117	0.245	38.097
12128	2.306	74.327	36.227	0.117	0.232	38.1
12129	2.31	74.334	36.23	0.117	0.229	38.104
12130	2.338	74.341	36.233	0.117	0.213	38.108
12131	2.338	74.348	36.236	0.117	0.213	38.112
12132	2.346	74.355	36.239	0.117	0.208	38.116
12133	2.328	74.362	36.242	0.117	0.219	38.12
12134	2.31	74.369	36.245	0.117	0.229	38.124
12135	2.314	74.376	36.248	0.117	0.227	38.128
12136	2.31	74.383	36.251	0.117	0.229	38.132
12137	2.311	74.39	36.254	0.117	0.229	38.136
12138	2.278	74.396	36.257	0.117	0.248	38.14
12139	2.324	74.403	36.26	0.117	0.221	38.144
12140	2.308	74.41	36.263	0.117	0.231	38.148
12141	2.32	74.417	36.266	0.117	0.224	38.152
12142	2.282	74.424	36.269	0.117	0.246	38.155
12143	2.279	74.431	36.272	0.117	0.248	38.159
12144	2.292	74.438	36.275	0.117	0.24	38.163
12145	2.312	74.445	36.278	0.117	0.228	38.167
12146	2.3	74.451	36.281	0.117	0.235	38.171
12147	2.282	74.458	36.284	0.117	0.246	38.175
12148	2.288	74.465	36.287	0.117	0.242	38.179
12149	2.29	74.472	36.29	0.117	0.241	38.182
12150	2.302	74.479	36.293	0.117	0.234	38.186
12151	2.319	74.486	36.296	0.117	0.224	38.19
12152	2.354	74.493	36.299	0.117	0.204	38.194
12153	2.348	74.5	36.301	0.117	0.207	38.198
12154	2.311	74.507	36.304	0.117	0.229	38.202
12155	2.286	74.514	36.307	0.117	0.244	38.206
12156	2.288	74.52	36.31	0.117	0.242	38.21
12157	2.36	74.527	36.313	0.117	0.2	38.214
12158	2.38	74.535	36.316	0.117	0.188	38.218
12159	2.364	74.542	36.319	0.117	0.198	38.222
12160	2.374	74.549	36.322	0.117	0.192	38.226
12161	2.366	74.556	36.325	0.117	0.196	38.23
12162	2.364	74.563	36.328	0.117	0.198	38.234
12163	2.38	74.57	36.331	0.117	0.188	38.239
12164	2.448	74.577	36.334	0.117	0.148	38.243
12165	2.444	74.585	36.337	0.117	0.151	38.247
12166	2.426	74.592	36.34	0.117	0.161	38.251
12167	2.414	74.599	36.343	0.117	0.168	38.256
12168	2.428	74.606	36.346	0.117	0.16	38.26
12169	2.478	74.614	36.349	0.117	0.131	38.264
12170	2.478	74.621	36.352	0.117	0.131	38.269
12171	2.476	74.628	36.355	0.116	0.132	38.273
12172	2.482	74.636	36.358	0.116	0.128	38.278
12173	2.43	74.643	36.361	0.116	0.159	38.282
12174	2.442	74.65	36.364	0.116	0.152	38.286
12175	2.394	74.658	36.367	0.116	0.18	38.29
12176	2.41	74.665	36.37	0.116	0.171	38.295
12177	2.406	74.672	36.373	0.116	0.173	38.299
12178	2.402	74.679	36.376	0.116	0.175	38.303
12179	2.372	74.686	36.379	0.116	0.193	38.307
12180	2.382	74.693	36.382	0.116	0.187	38.311
12181	2.43	74.701	36.385	0.116	0.159	38.315
12182	2.434	74.708	36.388	0.116	0.156	38.32
12183	2.406	74.715	36.391	0.116	0.173	38.324
12184	2.342	74.722	36.394	0.116	0.211	38.328
12185	2.372	74.729	36.397	0.116	0.193	38.332
12186	2.458	74.736	36.4	0.116	0.142	38.336
12187	2.428	74.744	36.403	0.116	0.16	38.341
12188	2.39	74.751	36.406	0.116	0.182	38.345
12189	2.422	74.758	36.409	0.116	0.164	38.349
12190	2.412	74.765	36.412	0.116	0.169	38.353
12191	2.398	74.772	36.415	0.116	0.178	38.357
12192	2.39	74.78	36.418	0.116	0.182	38.362
12193	2.404	74.787	36.421	0.116	0.174	38.366
12194	2.362	74.794	36.424	0.116	0.199	38.37
12195	2.354	74.801	36.427	0.116	0.204	38.374
12196	2.396	74.808	36.43	0.116	0.179	38.378
12197	2.412	74.815	36.433	0.116	0.169	38.382
12198	2.406	74.822	36.436	0.116	0.173	38.387
12199	2.426	74.83	36.439	0.116	0.161	38.391
12200	2.412	74.837	36.442	0.116	0.169	38.395
12201	2.382	74.844	36.445	0.116	0.187	38.399
12202	2.394	74.851	36.448	0.116	0.18	38.403
12203	2.398	74.858	36.451	0.116	0.178	38.407
12204	2.386	74.865	36.454	0.116	0.185	38.412
12205	2.414	74.873	36.457	0.116	0.168	38.416
12206	2.448	74.88	36.46	0.116	0.148	38.42
12207	2.442	74.887	36.463	0.116	0.152	38.424
12208	2.43	74.895	36.466	0.116	0.159	38.429
12209	2.456	74.902	36.469	0.116	0.144	38.433
12210	2.446	74.909	36.472	0.116	0.149	38.437
12211	2.446	74.916	36.475	0.116	0.149	38.442
12212	2.43	74.924	36.478	0.116	0.159	38.446
12213	2.438	74.931	36.481	0.116	0.154	38.45
12214	2.478	74.938	36.484	0.116	0.131	38.455
12215	2.476	74.946	36.487	0.116	0.132	38.459
12216	2.462	74.953	36.49	0.116	0.14	38.463
12217	2.498	74.961	36.493	0.116	0.119	38.468
12218	2.478	74.968	36.496	0.116	0.131	38.472
12219	2.478	74.975	36.499	0.116	0.131	38.477
12220	2.506	74.983	36.502	0.116	0.114	38.481
12221	2.482	74.99	36.505	0.116	0.128	38.486
12222	2.466	74.998	36.508	0.116	0.138	38.49
12223	2.486	75.005	36.511	0.116	0.126	38.495
12224	2.482	75.013	36.514	0.116	0.128	38.499
12225	2.42	75.02	36.517	0.116	0.165	38.503
12226	2.44	75.027	36.52	0.116	0.153	38.507
12227	2.45	75.034	36.523	0.116	0.147	38.512
12228	2.486	75.042	36.526	0.116	0.126	38.516
12229	2.476	75.049	36.529	0.116	0.132	38.521
12230	2.436	75.056	36.531	0.116	0.155	38.525
12231	2.478	75.064	36.534	0.116	0.131	38.529
12232	2.494	75.071	36.537	0.116	0.121	38.534
12233	2.448	75.079	36.54	0.116	0.148	38.538
12234	2.478	75.086	36.543	0.116	0.131	38.543
12235	2.43	75.093	36.546	0.116	0.159	38.547
12236	2.426	75.101	36.549	0.115	0.161	38.551
12237	2.46	75.108	36.552	0.115	0.141	38.555
12238	2.49	75.115	36.555	0.115	0.124	38.56
12239	2.47	75.123	36.558	0.115	0.135	38.564
12240	2.458	75.13	36.561	0.115	0.142	38.569
12241	2.438	75.137	36.564	0.115	0.154	38.573
12242	2.454	75.145	36.567	0.115	0.145	38.577
12243	2.496	75.152	36.57	0.115	0.12	38.582
12244	2.476	75.16	36.573	0.115	0.132	38.586
12245	2.464	75.167	36.576	0.115	0.139	38.591
12246	2.46	75.174	36.579	0.115	0.141	38.595
12247	2.484	75.182	36.582	0.115	0.127	38.599
12248	2.492	75.189	36.585	0.115	0.122	38.604
12249	2.478	75.196	36.588	0.115	0.131	38.608
12250	2.466	75.204	36.591	0.115	0.138	38.613
12251	2.462	75.211	36.594	0.115	0.14	38.617
12252	2.46	75.219	36.597	0.115	0.141	38.621
12253	2.446	75.226	36.6	0.115	0.149	38.626
12254	2.41	75.233	36.603	0.115	0.171	38.63
12255	2.398	75.24	36.606	0.115	0.178	38.634
12256	2.404	75.247	36.609	0.115	0.174	38.638
12257	2.448	75.255	36.612	0.115	0.148	38.643
12258	2.428	75.262	36.615	0.115	0.16	38.647
12259	2.407	75.269	36.618	0.115	0.172	38.651
12260	2.434	75.276	36.621	0.115	0.156	38.655
12261	2.476	75.284	36.624	0.115	0.132	38.66
12262	2.446	75.291	36.627	0.115	0.149	38.664
12263	2.426	75.298	36.63	0.115	0.161	38.668
12264	2.412	75.306	36.633	0.115	0.169	38.673
12265	2.294	75.312	36.636	0.115	0.239	38.676
12266	2.319	75.319	36.639	0.115	0.224	38.68
12267	2.31	75.326	36.642	0.115	0.229	38.684
12268	2.374	75.333	36.645	0.115	0.192	38.688
12269	2.464	75.341	36.648	0.115	0.139	38.693
12270	2.418	75.348	36.651	0.115	0.166	38.697
12271	2.41	75.355	36.654	0.115	0.171	38.701
12272	2.406	75.362	36.657	0.115	0.173	38.705
12273	2.446	75.37	36.66	0.115	0.149	38.71
12274	2.468	75.377	36.663	0.115	0.136	38.714
12275	2.479	75.384	36.666	0.115	0.13	38.718
12276	2.55	75.392	36.669	0.115	0.088	38.723
12277	2.512	75.4	36.672	0.115	0.111	38.728
12278	2.494	75.407	36.675	0.115	0.121	38.732
12279	2.512	75.414	36.678	0.115	0.111	38.737
12280	2.482	75.422	36.681	0.115	0.128	38.741
12281	2.438	75.429	36.684	0.115	0.154	38.745
12282	2.359	75.436	36.687	0.115	0.201	38.749
12283	2.414	75.443	36.69	0.115	0.168	38.754
12284	2.468	75.451	36.693	0.115	0.136	38.758
12285	2.45	75.458	36.696	0.115	0.147	38.762
12286	2.502	75.466	36.699	0.115	0.116	38.767
12287	2.482	75.473	36.702	0.115	0.128	38.771
12288	2.46	75.48	36.705	0.115	0.141	38.776
12289	2.472	75.488	36.708	0.115	0.134	38.78
12290	2.484	75.495	36.711	0.115	0.127	38.784
12291	2.454	75.502	36.714	0.115	0.145	38.789
12292	2.46	75.51	36.717	0.115	0.141	38.793
12293	2.44	75.517	36.72	0.115	0.153	38.797
12294	2.484	75.525	36.723	0.115	0.127	38.802
12295	2.474	75.532	36.726	0.115	0.133	38.806
12296	2.502	75.539	36.729	0.115	0.116	38.811
12297	2.495	75.547	36.732	0.115	0.121	38.815
12298	2.53	75.554	36.735	0.115	0.1	38.82
12299	2.532	75.562	36.738	0.115	0.099	38.824
12300	2.518	75.569	36.741	0.114	0.107	38.829
12301	2.5	75.577	36.744	0.114	0.118	38.833
12302	2.53	75.585	36.747	0.114	0.1	38.838
12303	2.532	75.592	36.75	0.114	0.099	38.843
12304	2.492	75.6	36.753	0.114	0.122	38.847
12305	2.436	75.607	36.756	0.114	0.155	38.851
12306	2.41	75.614	36.759	0.114	0.171	38.855
12307	2.352	75.621	36.762	0.114	0.205	38.86
12308	2.332	75.628	36.764	0.114	0.216	38.864
12309	2.328	75.635	36.767	0.114	0.219	38.867
12310	2.374	75.642	36.77	0.114	0.192	38.872
12311	2.362	75.649	36.773	0.114	0.199	38.876
12312	2.402	75.656	36.776	0.114	0.175	38.88
12313	2.436	75.664	36.779	0.114	0.155	38.884
12314	2.568	75.671	36.782	0.114	0.078	38.889
12315	2.674	75.679	36.785	0.114	0.015	38.894
12316	2.598	75.687	36.788	0.114	0.06	38.899
12317	2.53	75.695	36.791	0.114	0.1	38.903
12318	2.366	75.702	36.794	0.114	0.196	38.907
12319	2.308	75.708	36.797	0.114	0.231	38.911
12320	2.306	75.715	36.8	0.114	0.232	38.915
12321	2.322	75.722	36.803	0.114	0.222	38.919
12322	2.338	75.729	36.806	0.114	0.213	38.923
12323	2.338	75.736	36.809	0.114	0.213	38.927
12324	2.343	75.743	36.812	0.114	0.21	38.931
12325	2.358	75.75	36.815	0.114	0.201	38.935
12326	2.354	75.757	36.818	0.114	0.204	38.939
12327	2.35	75.764	36.821	0.114	0.206	38.943
12328	2.362	75.771	36.824	0.114	0.199	38.947
12329	2.338	75.778	36.827	0.114	0.213	38.951
12330	2.328	75.785	36.83	0.114	0.219	38.955
12331	2.318	75.792	36.833	0.114	0.225	38.959
12332	2.342	75.799	36.836	0.114	0.211	38.963
12333	2.37	75.806	36.839	0.114	0.194	38.967
12334	2.366	75.813	36.842	0.114	0.196	38.971
12335	2.351	75.82	36.845	0.114	0.205	38.975
12336	2.31	75.827	36.848	0.114	0.229	38.979
12337	2.298	75.834	36.851	0.114	0.236	38.983
12338	2.298	75.841	36.854	0.114	0.236	38.987
12339	2.326	75.848	36.857	0.114	0.22	38.991
12340	2.35	75.855	36.86	0.114	0.206	38.995
12341	2.324	75.862	36.863	0.114	0.221	38.999
12342	2.33	75.869	36.866	0.114	0.218	39.003
12343	2.308	75.876	36.869	0.114	0.231	39.007
12344	2.3	75.883	36.872	0.114	0.235	39.011
12345	2.306	75.89	36.875	0.114	0.232	39.015
12346	2.286	75.896	36.878	0.114	0.244	39.018
12347	2.33	75.903	36.881	0.114	0.218	39.022
12348	2.32	75.91	36.884	0.114	0.224	39.026
12349	2.308	75.917	36.887	0.114	0.231	39.03
12350	2.316	75.924	36.89	0.114	0.226	39.034
12351	2.358	75.931	36.893	0.114	0.201	39.038
12352	2.414	75.938	36.896	0.114	0.168	39.042
12353	2.434	75.946	36.899	0.114	0.156	39.047
12354	2.359	75.953	36.902	0.114	0.201	39.051
12355	2.343	75.96	36.905	0.114	0.21	39.055
12356	2.372	75.967	36.908	0.114	0.193	39.059
12357	2.37	75.974	36.911	0.114	0.194	39.063
12358	2.35	75.981	36.914	0.114	0.206	39.067
12359	2.354	75.988	36.917	0.114	0.204	39.071
12360	2.346	75.995	36.92	0.114	0.208	39.075
12361	2.34	76.002	36.923	0.114	0.212	39.079
12362	2.35	76.009	36.926	0.114	0.206	39.083
12363	2.354	76.016	36.929	0.114	0.204	39.087
12364	2.352	76.023	36.932	0.114	0.205	39.091
12365	2.348	76.03	36.935	0.114	0.207	39.095
12366	2.346	76.037	36.938	0.114	0.208	39.099
12367	2.364	76.044	36.941	0.114	0.198	39.103
12368	2.374	76.051	36.944	0.113	0.192	39.107
12369	2.396	76.058	36.947	0.113	0.179	39.112
12370	2.332	76.065	36.95	0.113	0.216	39.116
12371	2.35	76.072	36.953	0.113	0.206	39.12
12372	2.354	76.079	36.956	0.113	0.204	39.124
12373	2.364	76.086	36.959	0.113	0.198	39.128
12374	2.404	76.094	36.962	0.113	0.174	39.132
12375	2.372	76.101	36.965	0.113	0.193	39.136
12376	2.33	76.108	36.968	0.113	0.218	39.14
12377	2.326	76.115	36.971	0.113	0.22	39.144
12378	2.342	76.122	36.974	0.113	0.211	39.148
12379	2.376	76.129	36.977	0.113	0.191	39.152
12380	2.414	76.136	36.98	0.113	0.168	39.156
12381	2.43	76.143	36.983	0.113	0.159	39.161
12382	2.454	76.15	36.986	0.113	0.145	39.165
12383	2.554	76.158	36.989	0.113	0.086	39.17
12384	2.566	76.166	36.992	0.113	0.079	39.174
12385	2.442	76.173	36.994	0.113	0.152	39.179
12386	2.382	76.18	36.997	0.113	0.187	39.183
12387	2.422	76.187	37.0	0.113	0.164	39.187
12388	2.444	76.195	37.003	0.113	0.151	39.191
12389	2.436	76.202	37.006	0.113	0.155	39.196
12390	2.455	76.209	37.009	0.113	0.144	39.2
12391	2.427	76.217	37.012	0.113	0.161	39.204
12392	2.422	76.224	37.015	0.113	0.164	39.208
12393	2.41	76.231	37.018	0.113	0.171	39.213
12394	2.414	76.238	37.021	0.113	0.168	39.217
12395	2.37	76.245	37.024	0.113	0.194	39.221
12396	2.37	76.252	37.027	0.113	0.194	39.225
12397	2.41	76.26	37.03	0.113	0.171	39.229
12398	2.378	76.267	37.033	0.113	0.189	39.233
12399	2.383	76.274	37.036	0.113	0.186	39.237
12400	2.428	76.281	37.039	0.113	0.16	39.242
12401	2.422	76.288	37.042	0.113	0.164	39.246
12402	2.452	76.296	37.045	0.113	0.146	39.25
12403	2.46	76.303	37.048	0.113	0.141	39.255
12404	2.466	76.31	37.051	0.113	0.138	39.259
12405	2.482	76.318	37.054	0.113	0.128	39.263
12406	2.492	76.325	37.057	0.113	0.122	39.268
12407	2.484	76.333	37.06	0.113	0.127	39.272
12408	2.5	76.34	37.063	0.113	0.118	39.277
12409	2.426	76.347	37.066	0.113	0.161	39.281
